Initializing IMU device...
Testing device connections...
CurieIMU connection successful
About to calibrate. Make sure your board is stable and upright
Starting Gyroscope calibration... Done
Starting Acceleration calibration... Done
Internal sensor offsets AFTER calibration...
-20	-44	19	3	14	-7
Enabling Gyroscope/Acceleration offset compensation
1
1
sampling period: 16000.00
n
Started timed_IMU_ISR
0 1:2337.00 2:15954.00 3:49585.34 4:15735.07 5:20141.50 6:13271.34 7:19646.24 8:15051.64 9:12651.20 10:20279.43
0 1:507.00 2:15647.00 3:21999.09 4:840.84 5:617.10 6:1425.91 7:1380.64 8:1533.02 9:864.06 10:1619.88
0 1:77.00 2:15733.00 3:19006.65 4:334.58 5:283.56 6:112.72 7:169.84 8:275.84 9:237.17 10:488.27
0 1:47.00 2:15717.00 3:18666.08 4:127.76 5:97.64 6:96.58 7:138.53 8:145.39 9:231.14 10:279.36
0 1:53.00 2:15698.00 3:20729.67 4:226.21 5:185.18 6:323.53 7:204.90 8:79.15 9:257.85 10:133.08
0 1:55.00 2:15670.00 3:21248.14 4:130.90 5:101.47 6:406.14 7:161.68 8:169.96 9:205.44 10:198.34
0 1:191.00 2:15686.00 3:20454.63 4:2832.31 5:2585.71 6:994.94 7:886.85 8:810.53 9:773.16 10:1047.50
0 1:490.00 2:15595.00 3:21893.35 4:1482.38 5:2269.21 6:4015.69 7:1946.06 8:2959.80 9:4069.49 10:3640.44
0 1:310.00 2:15565.00 3:11740.77 4:650.09 5:320.96 6:1372.02 7:550.20 8:873.92 9:811.04 10:898.58
0 1:94.00 2:15544.00 3:8954.80 4:646.65 5:1018.48 6:1216.04 7:1293.58 8:466.35 9:653.86 10:548.04
0 1:87.00 2:15554.00 3:7102.27 4:201.71 5:203.63 6:194.76 7:556.96 8:409.93 9:427.85 10:311.67
0 1:56.00 2:15554.00 3:6379.67 4:134.89 5:168.30 6:49.85 7:146.67 8:121.75 9:155.16 10:241.20
0 1:55.00 2:15560.00 3:5541.27 4:102.38 5:179.27 6:83.64 7:115.73 8:165.89 9:101.43 10:91.24
0 1:55.00 2:15559.00 3:4857.37 4:91.93 5:132.31 6:219.70 7:203.91 8:106.14 9:98.00 10:232.71
0 1:54.00 2:15556.00 3:4042.62 4:134.42 5:107.57 6:136.97 7:185.51 8:165.32 9:94.00 10:187.03
0 1:54.00 2:15544.00 3:3654.52 4:143.66 5:80.97 6:154.19 7:88.32 8:124.89 9:102.80 10:48.65
0 1:54.00 2:15554.00 3:3174.55 4:121.12 5:55.29 6:217.82 7:201.96 8:200.97 9:117.51 10:54.26
0 1:53.00 2:15544.00 3:2895.02 4:94.24 5:109.15 6:99.15 7:42.32 8:176.92 9:202.10 10:144.33
0 1:53.00 2:15553.00 3:2495.29 4:26.60 5:98.57 6:115.83 7:68.99 8:91.76 9:92.68 10:58.24
0 1:54.00 2:15556.00 3:2299.57 4:78.74 5:96.18 6:51.29 7:183.55 8:223.36 9:131.80 10:190.34
0 1:53.00 2:15552.00 3:2279.50 4:171.92 5:98.40 6:107.26 7:138.10 8:148.43 9:115.54 10:127.21
0 1:53.00 2:15562.00 3:2029.61 4:167.63 5:178.60 6:203.77 7:138.72 8:113.19 9:169.21 10:137.83
0 1:53.00 2:15564.00 3:1652.63 4:106.69 5:79.81 6:100.27 7:142.58 8:253.04 9:99.17 10:155.79
0 1:53.00 2:15563.00 3:1398.24 4:75.97 5:73.10 6:98.24 7:213.81 8:160.66 9:248.35 10:259.69
0 1:52.00 2:15563.00 3:1316.20 4:81.49 5:142.23 6:105.47 7:102.16 8:221.33 9:114.52 10:167.61
0 1:54.00 2:15561.00 3:1046.17 4:127.89 5:145.08 6:178.55 7:90.57 8:102.60 9:78.82 10:67.06
0 1:53.00 2:15568.00 3:991.37 4:106.92 5:53.84 6:68.13 7:87.27 8:116.19 9:85.57 10:145.83
0 1:53.00 2:15565.00 3:1066.78 4:170.58 5:127.55 6:81.41 7:224.41 8:234.53 9:112.17 10:111.72
0 1:53.00 2:15552.00 3:776.18 4:130.12 5:36.97 6:38.80 7:180.92 8:142.95 9:95.62 10:93.79
0 1:56.00 2:15565.00 3:686.05 4:115.59 5:83.74 6:57.63 7:219.48 8:95.25 9:61.18 10:103.47
0 1:55.00 2:15560.00 3:638.67 4:77.50 5:165.57 6:121.52 7:149.36 8:114.92 9:71.54 10:78.88
0 1:53.00 2:15564.00 3:705.03 4:147.10 5:60.89 6:268.89 7:224.42 8:98.94 9:76.05 10:87.48
0 1:55.00 2:15569.00 3:566.50 4:129.59 5:72.78 6:128.79 7:173.10 8:179.72 9:267.64 10:223.54
0 1:54.00 2:15553.00 3:437.81 4:119.99 5:70.85 6:158.34 7:194.66 8:259.94 9:151.97 10:190.47
0 1:74.00 2:15564.00 3:829.04 4:136.61 5:244.03 6:352.61 7:322.08 8:222.17 9:180.48 10:196.24
0 1:913.00 2:15560.00 3:3150.94 4:1871.49 5:2498.63 6:6241.46 7:5417.26 8:6531.14 9:6118.03 10:4474.91
0 1:7387.00 2:16071.00 3:152370.48 4:15267.92 5:20530.19 6:76562.23 7:24147.55 8:25508.24 9:18336.85 10:21753.57
0 1:513.00 2:15836.00 3:122623.09 4:1099.66 5:2566.42 6:698.75 7:1502.29 8:1078.71 9:701.27 10:1256.62
0 1:105.00 2:15930.00 3:114155.93 4:506.60 5:249.73 6:196.42 7:461.60 8:348.68 9:451.23 10:355.12
0 1:119.00 2:15977.00 3:106418.88 4:772.76 5:386.99 6:355.72 7:540.79 8:378.70 9:278.49 10:558.73
0 1:104.00 2:15995.00 3:103758.26 4:684.59 5:749.69 6:866.36 7:572.21 8:362.15 9:519.09 10:274.67
0 1:68.00 2:16023.00 3:100837.87 4:172.81 5:243.42 6:205.55 7:394.46 8:362.67 9:191.30 10:213.31
0 1:79.00 2:16029.00 3:99790.82 4:680.70 5:720.78 6:589.53 7:440.31 8:632.63 9:964.38 10:569.29
0 1:78.00 2:16033.00 3:99734.68 4:116.54 5:247.52 6:354.63 7:309.24 8:179.73 9:343.63 10:421.20
0 1:282.00 2:15990.00 3:117311.25 4:1916.99 5:1519.98 6:1460.85 7:1273.85 8:956.57 9:1018.34 10:1086.56
0 1:126.00 2:15995.00 3:119777.38 4:501.57 5:288.58 6:370.27 7:247.11 8:424.52 9:280.33 10:313.37
0 1:68.00 2:16007.00 3:118804.91 4:267.97 5:246.70 6:261.96 7:379.38 8:233.85 9:328.18 10:324.27
0 1:81.00 2:16015.00 3:117969.79 4:146.89 5:319.04 6:408.78 7:282.61 8:300.96 9:471.81 10:527.86
0 1:63.00 2:16028.00 3:118117.80 4:115.41 5:283.90 6:336.95 7:281.23 8:324.63 9:276.70 10:259.94
0 1:81.00 2:16036.00 3:114420.60 4:430.83 5:372.73 6:234.48 7:290.37 8:421.69 9:367.05 10:386.10
0 1:77.00 2:16046.00 3:114177.59 4:134.38 5:226.48 6:205.70 7:261.76 8:411.14 9:297.06 10:264.74
0 1:443.00 2:16114.00 3:107052.35 4:1985.61 5:1989.53 6:1315.57 7:705.81 8:1664.76 9:1036.98 10:1446.93
0 1:3578.00 2:15416.00 3:190618.14 4:3690.58 5:6351.53 6:13957.72 7:4956.19 8:4185.16 9:3075.67 10:1195.28
0 1:144.00 2:15972.00 3:143770.02 4:943.90 5:1193.55 6:392.63 7:1039.29 8:505.28 9:1469.66 10:944.19
0 1:67.00 2:15926.00 3:150262.39 4:445.92 5:368.40 6:430.63 7:407.64 8:528.33 9:619.41 10:603.61
0 1:81.00 2:15924.00 3:150695.94 4:175.24 5:284.83 6:372.21 7:359.49 8:315.86 9:429.85 10:473.74
0 1:73.00 2:15920.00 3:153278.27 4:246.91 5:380.22 6:366.72 7:260.23 8:484.70 9:382.59 10:514.60
0 1:59.00 2:15922.00 3:151882.08 4:356.61 5:266.45 6:270.16 7:383.34 8:351.36 9:397.71 10:341.32
0 1:63.00 2:15934.00 3:151492.48 4:335.34 5:329.14 6:344.29 7:306.47 8:335.66 9:388.47 10:270.70
0 1:91.00 2:15917.00 3:152385.14 4:446.10 5:565.23 6:346.37 7:292.66 8:458.90 9:417.60 10:396.64
0 1:82.00 2:15921.00 3:153439.86 4:394.18 5:381.36 6:364.37 7:345.67 8:449.81 9:432.26 10:477.41
0 1:77.00 2:15914.00 3:153332.39 4:435.51 5:303.96 6:313.81 7:399.47 8:309.64 9:379.36 10:522.28
0 1:105.00 2:15937.00 3:154422.67 4:271.74 5:228.13 6:409.87 7:561.02 8:475.60 9:486.36 10:398.15
0 1:60.00 2:15934.00 3:156537.36 4:212.70 5:266.33 6:446.61 7:319.57 8:373.21 9:335.28 10:449.62
0 1:246.00 2:15957.00 3:158310.61 4:471.27 5:585.38 6:439.75 7:478.27 8:629.68 9:547.90 10:660.86
0 1:63.00 2:15995.00 3:163251.19 4:321.76 5:385.09 6:302.25 7:373.10 8:379.69 9:492.24 10:566.95
0 1:62.00 2:15998.00 3:163167.86 4:244.06 5:313.14 6:446.79 7:371.23 8:361.37 9:363.81 10:411.29
0 1:57.00 2:15999.00 3:163603.11 4:155.55 5:347.87 6:355.38 7:371.95 8:286.04 9:543.21 10:413.56
0 1:58.00 2:15998.00 3:163635.77 4:237.62 5:342.76 6:378.73 7:367.20 8:347.96 9:451.11 10:341.79
0 1:58.00 2:16005.00 3:163428.45 4:142.20 5:325.08 6:397.77 7:439.04 8:398.75 9:395.92 10:378.22
0 1:57.00 2:16008.00 3:163381.42 4:150.54 5:436.79 6:326.48 7:432.24 8:358.81 9:428.59 10:413.76
0 1:59.00 2:16012.00 3:163178.44 4:227.20 5:335.12 6:272.59 7:451.23 8:380.51 9:370.74 10:365.27
0 1:59.00 2:16020.00 3:162919.55 4:283.05 5:312.46 6:314.13 7:398.82 8:374.85 9:447.40 10:383.48
0 1:56.00 2:16004.00 3:163331.20 4:185.95 5:459.13 6:356.47 7:360.04 8:381.43 9:471.71 10:345.77
0 1:61.00 2:16014.00 3:163185.36 4:235.29 5:403.99 6:380.12 7:398.11 8:425.52 9:464.05 10:433.00
0 1:92.00 2:16000.00 3:162995.80 4:599.83 5:222.53 6:497.95 7:379.76 8:286.81 9:387.33 10:350.32
0 1:83.00 2:15987.00 3:166820.55 4:585.46 5:378.14 6:340.89 7:493.07 8:562.67 9:356.26 10:609.70
0 1:71.00 2:15968.00 3:168240.27 4:334.42 5:265.19 6:421.62 7:420.46 8:551.50 9:360.87 10:472.39
0 1:63.00 2:15965.00 3:167365.14 4:289.93 5:336.51 6:349.83 7:423.85 8:401.49 9:461.75 10:501.46
0 1:73.00 2:15950.00 3:169738.88 4:517.28 5:352.73 6:386.58 7:493.42 8:449.12 9:715.27 10:1200.51
0 1:71.00 2:15946.00 3:169979.41 4:209.15 5:437.28 6:363.43 7:391.71 8:396.48 9:501.05 10:285.79
0 1:72.00 2:15945.00 3:170169.14 4:589.29 5:461.20 6:379.49 7:394.50 8:482.99 9:367.27 10:478.75
0 1:90.00 2:15933.00 3:171078.77 4:730.42 5:356.13 6:436.20 7:441.40 8:532.74 9:369.90 10:494.62
0 1:80.00 2:15930.00 3:172977.34 4:673.40 5:323.90 6:443.10 7:376.29 8:479.50 9:463.88 10:496.08
0 1:262.00 2:15959.00 3:168941.20 4:3337.30 5:3453.64 6:1336.49 7:598.19 8:981.69 9:2359.47 10:1552.49
0 1:91.00 2:15922.00 3:176335.00 4:1065.27 5:622.68 6:609.74 7:906.10 8:1028.77 9:1333.27 10:664.73
0 1:72.00 2:15907.00 3:177629.83 4:385.94 5:462.46 6:378.52 7:588.08 8:396.59 9:511.25 10:322.62
0 1:72.00 2:15901.00 3:179153.89 4:472.87 5:350.26 6:423.62 7:402.16 8:448.59 9:344.12 10:444.64
0 1:80.00 2:15893.00 3:180714.17 4:435.15 5:483.46 6:425.86 7:506.25 8:463.05 9:357.93 10:714.76
0 1:65.00 2:15877.00 3:182109.20 4:413.13 5:351.27 6:375.15 7:526.53 8:343.68 9:439.44 10:499.72
0 1:88.00 2:15886.00 3:180539.42 4:182.88 5:521.34 6:545.68 7:370.00 8:445.60 9:552.74 10:352.92
0 1:312.00 2:15901.00 3:178090.55 4:1859.45 5:713.07 6:789.41 7:810.76 8:1000.32 9:1087.32 10:907.97
0 1:111.00 2:15930.00 3:174879.42 4:501.50 5:757.09 6:485.40 7:258.73 8:596.05 9:350.02 10:577.56
0 1:62.00 2:15932.00 3:174529.70 4:244.43 5:218.98 6:553.51 7:454.56 8:357.82 9:508.92 10:494.95
0 1:69.00 2:15922.00 3:174979.69 4:380.27 5:379.84 6:410.84 7:512.11 8:418.18 9:438.12 10:415.41
0 1:63.00 2:15924.00 3:175403.31 4:335.01 5:371.62 6:461.84 7:357.83 8:458.23 9:405.28 10:423.29
0 1:64.00 2:15930.00 3:175191.50 4:408.02 5:326.80 6:413.88 7:398.81 8:451.01 9:377.90 10:394.18
0 1:67.00 2:15926.00 3:174781.63 4:463.15 5:396.43 6:446.58 7:395.56 8:366.32 9:511.26 10:427.04
0 1:62.00 2:15929.00 3:174929.39 4:371.11 5:326.21 6:395.46 7:394.01 8:480.36 9:355.19 10:471.28
0 1:59.00 2:15928.00 3:174536.19 4:236.04 5:387.68 6:437.14 7:383.60 8:427.48 9:414.00 10:401.32
0 1:59.00 2:15936.00 3:173948.70 4:333.95 5:296.11 6:442.07 7:406.48 8:377.13 9:426.71 10:457.07
0 1:59.00 2:15939.00 3:173747.84 4:167.84 5:363.36 6:398.50 7:387.31 8:414.83 9:475.76 10:437.02
0 1:62.00 2:15936.00 3:174146.67 4:252.87 5:362.72 6:484.83 7:499.49 8:326.32 9:421.28 10:550.20
0 1:61.00 2:15941.00 3:174157.25 4:237.73 5:379.56 6:393.98 7:408.58 8:335.78 9:480.45 10:539.16
0 1:65.00 2:15935.00 3:174404.28 4:283.70 5:394.39 6:419.86 7:303.53 8:384.79 9:528.21 10:418.36
0 1:102.00 2:15946.00 3:172655.70 4:1008.07 5:548.71 6:389.53 7:317.82 8:532.12 9:885.91 10:643.53
0 1:96.00 2:15958.00 3:171025.88 4:804.72 5:395.45 6:595.21 7:525.39 8:558.21 9:589.91 10:738.53
0 1:55.00 2:15965.00 3:169802.36 4:290.79 5:364.23 6:414.58 7:406.04 8:385.10 9:467.15 10:368.56
0 1:67.00 2:15952.00 3:171294.23 4:547.32 5:282.23 6:393.99 7:432.87 8:393.40 9:488.77 10:462.19
0 1:64.00 2:15953.00 3:171100.98 4:292.56 5:397.54 6:429.98 7:415.45 8:358.40 9:412.88 10:604.14
0 1:69.00 2:15941.00 3:172642.17 4:342.90 5:380.86 6:417.90 7:428.44 8:326.90 9:420.69 10:481.14
0 1:66.00 2:15948.00 3:172036.17 4:352.33 5:342.30 6:363.92 7:474.77 8:407.38 9:403.47 10:536.09
0 1:63.00 2:15947.00 3:171379.13 4:274.63 5:364.63 6:393.25 7:415.06 8:393.28 9:378.45 10:466.97
0 1:58.00 2:15946.00 3:171701.11 4:237.81 5:318.35 6:355.82 7:435.56 8:332.88 9:423.12 10:479.47
0 1:62.00 2:15945.00 3:171967.98 4:163.14 5:274.50 6:529.38 7:405.07 8:409.24 9:450.82 10:377.28
0 1:144.00 2:15917.00 3:173208.28 4:596.47 5:700.54 6:807.08 7:584.46 8:605.34 9:629.37 10:258.34
0 1:1214.00 2:15903.00 3:156583.81 4:4912.01 5:2311.68 6:2777.04 7:2081.91 8:3803.15 9:1633.00 10:5318.96
0 1:376.00 2:15954.00 3:152709.89 4:2790.14 5:1439.74 6:1327.02 7:1928.11 8:2697.77 9:5441.92 10:6220.26
0 1:90.00 2:15987.00 3:151417.42 4:257.41 5:299.52 6:425.15 7:398.72 8:340.25 9:403.29 10:424.86
0 1:62.00 2:15995.00 3:151245.92 4:373.42 5:258.30 6:371.79 7:339.33 8:377.96 9:363.24 10:423.07
0 1:74.00 2:15993.00 3:151330.42 4:246.01 5:371.73 6:344.14 7:400.62 8:283.95 9:430.64 10:360.02
0 1:57.00 2:16008.00 3:149131.70 4:83.44 5:270.49 6:336.80 7:450.60 8:268.53 9:374.36 10:367.86
0 1:61.00 2:16011.00 3:150273.27 4:355.66 5:215.30 6:442.00 7:298.63 8:401.82 9:376.01 10:329.54
0 1:71.00 2:16026.00 3:148176.39 4:112.23 5:454.33 6:328.44 7:447.07 8:486.10 9:390.35 10:387.77
0 1:52.00 2:16034.00 3:147533.73 4:185.22 5:280.67 6:357.47 7:268.55 8:398.51 9:302.98 10:455.30
0 1:62.00 2:16044.00 3:147008.77 4:226.69 5:487.45 6:275.39 7:348.40 8:393.05 9:396.31 10:346.96
0 1:47.00 2:16042.00 3:146915.70 4:168.76 5:394.60 6:350.17 7:321.31 8:352.82 9:333.73 10:407.50
0 1:65.00 2:16037.00 3:146917.95 4:232.76 5:304.26 6:326.58 7:315.19 8:391.50 9:396.39 10:355.40
0 1:50.00 2:16042.00 3:146438.58 4:144.43 5:326.72 6:408.78 7:392.31 8:302.26 9:463.98 10:355.54
0 1:61.00 2:16031.00 3:147588.58 4:210.02 5:454.08 6:302.45 7:313.39 8:338.44 9:343.57 10:414.65
0 1:61.00 2:16043.00 3:146292.73 4:341.40 5:387.94 6:365.77 7:377.33 8:316.66 9:409.97 10:379.11
0 1:56.00 2:16042.00 3:147010.06 4:206.99 5:290.55 6:395.88 7:393.95 8:282.31 9:297.65 10:422.69
0 1:60.00 2:16047.00 3:145834.92 4:230.33 5:373.50 6:246.65 7:487.93 8:383.34 9:342.73 10:344.35
0 1:49.00 2:16048.00 3:146025.56 4:177.99 5:309.72 6:261.86 7:361.58 8:322.92 9:390.69 10:315.44
0 1:60.00 2:16058.00 3:145711.42 4:186.23 5:186.01 6:410.06 7:459.28 8:306.96 9:306.25 10:432.26
0 1:50.00 2:16048.00 3:145994.88 4:285.38 5:378.27 6:322.94 7:293.90 8:373.72 9:470.88 10:245.98
0 1:61.00 2:16053.00 3:145946.16 4:190.08 5:255.58 6:446.66 7:262.70 8:394.22 9:356.04 10:334.06
0 1:47.00 2:16049.00 3:146166.73 4:169.24 5:331.99 6:416.77 7:377.45 8:355.38 9:379.41 10:415.62
0 1:62.00 2:16046.00 3:146636.72 4:286.84 5:209.04 6:496.29 7:244.29 8:386.48 9:317.80 10:406.74
0 1:63.00 2:16038.00 3:147768.75 4:142.40 5:412.31 6:384.45 7:281.29 8:259.04 9:407.35 10:375.07
0 1:82.00 2:16045.00 3:145979.05 4:180.68 5:361.50 6:273.38 7:351.18 8:408.76 9:355.21 10:446.54
0 1:66.00 2:16043.00 3:146842.98 4:329.19 5:546.53 6:805.77 7:523.69 8:394.43 9:500.09 10:318.78
0 1:78.00 2:16049.00 3:147275.89 4:237.82 5:261.64 6:552.95 7:595.64 8:369.33 9:391.59 10:720.58
0 1:56.00 2:16055.00 3:145916.19 4:52.41 5:398.79 6:334.45 7:439.40 8:307.19 9:324.89 10:490.68
0 1:65.00 2:16045.00 3:147456.39 4:269.87 5:483.87 6:262.39 7:515.53 8:282.03 9:460.43 10:285.49
0 1:130.00 2:16060.00 3:146339.94 4:1265.80 5:832.54 6:415.11 7:436.39 8:444.56 9:307.99 10:914.78
0 1:138.00 2:16047.00 3:153076.73 4:1553.49 5:707.28 6:409.11 7:872.41 8:169.37 9:911.34 10:1290.73
0 1:252.00 2:16081.00 3:151356.45 4:1298.93 5:2204.10 6:2163.15 7:1881.49 8:2175.44 9:2972.87 10:3564.54
0 1:77.00 2:16088.00 3:149336.94 4:374.08 5:292.85 6:409.77 7:386.80 8:293.75 9:535.11 10:421.26
0 1:89.00 2:16089.00 3:151055.95 4:201.60 5:311.40 6:338.85 7:422.17 8:418.18 9:361.45 10:573.10
0 1:130.00 2:16091.00 3:154882.52 4:356.96 5:558.18 6:548.90 7:392.80 8:563.67 9:566.64 10:1058.15
0 1:192.00 2:16136.00 3:153135.30 4:635.81 5:905.95 6:877.10 7:834.00 8:2461.89 9:3694.86 10:6010.95
0 1:126.00 2:16132.00 3:148827.31 4:1253.28 5:974.02 6:685.78 7:1060.79 8:1047.92 9:569.88 10:1453.42
0 1:67.00 2:16120.00 3:150712.83 4:414.66 5:230.60 6:446.25 7:321.89 8:383.04 9:390.00 10:407.95
0 1:506.00 2:16141.00 3:147673.33 4:2872.37 5:3412.53 6:2787.21 7:4568.43 8:6268.49 9:7881.76 10:10317.52
0 1:84.00 2:16132.00 3:147413.45 4:591.44 5:318.53 6:242.11 7:412.74 8:677.06 9:269.53 10:516.59
0 1:64.00 2:16133.00 3:147016.67 4:304.83 5:393.57 6:304.85 7:425.65 8:329.30 9:369.47 10:421.88
0 1:56.00 2:16128.00 3:148362.42 4:437.79 5:239.47 6:428.92 7:267.99 8:506.93 9:600.33 10:546.90
0 1:69.00 2:16134.00 3:147410.69 4:320.24 5:268.94 6:379.86 7:309.99 8:372.90 9:385.93 10:347.30
0 1:58.00 2:16144.00 3:145750.41 4:320.67 5:371.37 6:354.94 7:434.00 8:283.98 9:503.69 10:413.00
0 1:61.00 2:16134.00 3:146245.89 4:220.47 5:219.46 6:397.22 7:391.01 8:368.13 9:395.14 10:373.31
0 1:56.00 2:16131.00 3:145914.92 4:426.80 5:329.98 6:250.30 7:444.90 8:376.47 9:319.74 10:344.22
0 1:56.00 2:16124.00 3:146969.75 4:205.98 5:360.33 6:359.97 7:391.88 8:274.79 9:372.68 10:327.88
0 1:59.00 2:16128.00 3:146107.23 4:208.28 5:283.64 6:275.82 7:412.97 8:256.77 9:370.93 10:320.12
0 1:62.00 2:16135.00 3:146565.14 4:231.72 5:395.63 6:266.21 7:384.64 8:351.04 9:403.53 10:304.73
0 1:59.00 2:16138.00 3:145488.39 4:335.19 5:362.18 6:351.72 7:276.89 8:417.94 9:431.83 10:300.30
0 1:53.00 2:16142.00 3:146846.23 4:210.32 5:326.68 6:305.81 7:356.80 8:349.99 9:388.01 10:318.73
0 1:57.00 2:16137.00 3:146534.64 4:283.21 5:237.65 6:322.22 7:335.76 8:331.57 9:453.16 10:297.91
0 1:55.00 2:16137.00 3:146203.77 4:133.40 5:292.38 6:361.08 7:322.22 8:322.72 9:410.61 10:411.92
0 1:58.00 2:16137.00 3:145760.67 4:151.10 5:334.16 6:253.24 7:377.95 8:340.45 9:347.68 10:350.23
0 1:57.00 2:16140.00 3:145454.41 4:70.93 5:407.39 6:286.30 7:386.24 8:368.72 9:354.14 10:382.51
0 1:58.00 2:16137.00 3:144956.69 4:152.04 5:292.70 6:362.94 7:344.21 8:360.41 9:353.19 10:333.78
0 1:53.00 2:16140.00 3:144659.64 4:133.68 5:318.14 6:379.31 7:277.95 8:371.36 9:368.33 10:237.16
0 1:57.00 2:16142.00 3:145075.81 4:239.48 5:215.31 6:348.44 7:285.60 8:409.08 9:348.69 10:299.56
0 1:60.00 2:16136.00 3:145020.05 4:103.02 5:266.15 6:324.67 7:346.98 8:434.77 9:277.77 10:309.49
0 1:76.00 2:16133.00 3:146576.67 4:601.31 5:444.93 6:326.41 7:433.00 8:341.94 9:405.82 10:259.68
0 1:63.00 2:16131.00 3:146093.84 4:244.81 5:316.43 6:402.32 7:358.95 8:432.08 9:295.38 10:360.94
0 1:61.00 2:16140.00 3:145654.27 4:204.28 5:271.80 6:363.94 7:330.15 8:389.60 9:351.31 10:265.74
0 1:81.00 2:16146.00 3:145520.38 4:262.65 5:417.34 6:347.65 7:342.92 8:308.85 9:885.63 10:412.77
0 1:62.00 2:16152.00 3:144218.05 4:354.85 5:301.42 6:221.08 7:471.27 8:409.60 9:248.90 10:302.93
0 1:61.00 2:16144.00 3:146070.33 4:340.15 5:382.19 6:254.28 7:423.72 8:320.79 9:404.85 10:416.48
0 1:69.00 2:16143.00 3:145239.58 4:204.38 5:360.98 6:367.12 7:277.01 8:409.30 9:453.78 10:379.68
0 1:59.00 2:16152.00 3:144586.28 4:224.17 5:354.98 6:354.68 7:463.92 8:182.75 9:445.84 10:360.37
0 1:56.00 2:16146.00 3:145386.53 4:191.72 5:325.95 6:304.56 7:305.35 8:411.84 9:336.25 10:393.15
0 1:56.00 2:16150.00 3:144639.70 4:274.87 5:246.77 6:365.89 7:349.46 8:333.89 9:354.24 10:352.21
0 1:54.00 2:16148.00 3:144768.83 4:174.20 5:385.56 6:282.73 7:338.00 8:407.20 9:301.83 10:325.06
0 1:57.00 2:16151.00 3:144166.28 4:167.96 5:351.14 6:302.20 7:361.23 8:423.14 9:293.37 10:382.62
0 1:62.00 2:16152.00 3:143954.39 4:159.75 5:418.87 6:229.06 7:369.16 8:363.47 9:391.07 10:432.35
0 1:72.00 2:16161.00 3:142737.52 4:209.69 5:392.90 6:307.81 7:364.56 8:268.40 9:485.70 10:761.35
0 1:58.00 2:16168.00 3:141839.16 4:217.65 5:572.66 6:428.45 7:560.26 8:779.48 9:706.23 10:1299.03
0 1:58.00 2:16147.00 3:145377.72 4:152.10 5:400.21 6:495.10 7:236.26 8:868.42 9:297.46 10:340.64
0 1:67.00 2:16150.00 3:142676.95 4:355.48 5:184.75 6:353.88 7:378.01 8:230.20 9:497.58 10:458.53
0 1:60.00 2:16150.00 3:143211.23 4:31.09 5:388.43 6:324.62 7:330.90 8:329.35 9:399.17 10:332.71
0 1:1581.00 2:16165.00 3:139590.98 4:4564.16 5:2501.80 6:2858.38 7:1963.73 8:1050.11 9:1534.86 10:2315.25
0 1:5528.00 2:16271.00 3:62725.46 4:48128.17 5:24503.40 6:10544.90 7:10679.67 8:6913.05 9:4096.33 10:6317.75
0 1:1096.00 2:16435.00 3:51435.86 4:6984.76 5:1413.14 6:2396.92 7:4478.08 8:4096.49 9:5288.51 10:2867.71
0 1:3094.00 2:15992.00 3:134546.08 4:46181.47 5:64164.01 6:23525.51 7:19571.82 8:32185.50 9:38640.12 10:18228.16
0 1:1913.00 2:15809.00 3:98460.74 4:6862.92 5:3497.08 6:6495.80 7:3403.24 8:2948.51 9:5817.12 10:5550.52
0 1:81.00 2:15597.00 3:103628.90 4:201.40 5:438.52 6:358.05 7:165.53 8:272.97 9:296.42 10:358.75
0 1:61.00 2:15592.00 3:103912.51 4:216.31 5:321.80 6:241.80 7:252.54 8:412.49 9:496.12 10:477.14
0 1:90.00 2:15611.00 3:101942.59 4:60.86 5:298.09 6:351.19 7:331.18 8:168.57 9:363.75 10:246.11
0 1:212.00 2:15627.00 3:97243.48 4:1886.96 5:727.75 6:618.86 7:888.16 8:303.74 9:783.79 10:575.90
0 1:82.00 2:15616.00 3:94441.91 4:949.69 5:778.89 6:286.53 7:366.11 8:432.06 9:323.41 10:229.98
0 1:83.00 2:15619.00 3:95416.85 4:218.29 5:289.24 6:273.82 7:382.79 8:201.49 9:296.95 10:236.40
0 1:64.00 2:15629.00 3:93850.60 4:209.05 5:192.85 6:422.69 7:120.48 8:303.76 9:204.96 10:207.90
0 1:58.00 2:15636.00 3:93843.91 4:151.77 5:216.18 6:251.54 7:270.10 8:282.46 9:255.47 10:216.84
0 1:92.00 2:15643.00 3:92735.49 4:1235.78 5:908.88 6:915.89 7:736.91 8:619.98 9:394.25 10:474.16
0 1:57.00 2:15639.00 3:92877.76 4:247.69 5:177.34 6:308.83 7:337.34 8:198.89 9:178.78 10:354.12
0 1:227.00 2:15645.00 3:92724.66 4:1058.34 5:834.75 6:494.42 7:299.67 8:452.47 9:652.62 10:1034.10
0 1:435.00 2:15717.00 3:107039.57 4:1063.83 5:2610.01 6:2736.52 7:2025.85 8:1136.30 9:2459.74 10:1734.50
0 1:103.00 2:15758.00 3:105034.85 4:676.74 5:863.72 6:979.33 7:897.90 8:1159.05 9:2016.54 10:1592.61
0 1:72.00 2:15741.00 3:104002.63 4:498.58 5:328.72 6:236.90 7:587.94 8:396.71 9:490.92 10:218.12
0 1:60.00 2:15730.00 3:104361.37 4:97.30 5:259.89 6:212.90 7:241.52 8:335.59 9:305.69 10:217.41
